DistrictCode,DistrictName,SchoolCode,SchoolName,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate
39119.0,Selah School District,4272.0,Selah Academy Online,50.0,10.0,2.0,1.0,7.0,16.0,16.0,44.0,4.0,14.0,26.0,0.0909
39119.0,Selah School District,2388.0,Selah High School,259.0,27.0,2.0,2.0,5.0,15.0,21.0,265.0,230.0,11.0,24.0,0.8679
5323.0,Sequim School District,2471.0,Sequim Senior High,227.0,53.0,2.0,2.0,1.0,9.0,67.0,213.0,187.0,12.0,14.0,0.8779
23309.0,Shelton School District,4288.0,Choice Middle and High School,75.0,18.0,,,3.0,18.0,11.0,82.0,32.0,29.0,21.0,0.3902
23309.0,Shelton School District,4363.0,Oakland Bay Junior High School,10.0,,,,,,10.0,0.0,0.0,0.0,0.0,
23309.0,Shelton School District,3241.0,Shelton High School,277.0,37.0,,3.0,7.0,3.0,14.0,300.0,255.0,32.0,13.0,0.85
17412.0,Shoreline School District,2612.0,Fircrest Residential Habilitation,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
17412.0,Shoreline School District,3343.0,Shorecrest High School,309.0,42.0,1.0,2.0,2.0,15.0,22.0,329.0,300.0,9.0,20.0,0.9119
17412.0,Shoreline School District,3921.0,Shorewood High School,384.0,53.0,,4.0,4.0,14.0,38.0,399.0,358.0,19.0,22.0,0.8972
31201.0,Snohomish School District,4265.0,AIM High School,48.0,7.0,,2.0,3.0,1.0,4.0,51.0,21.0,24.0,6.0,0.4118
31201.0,Snohomish School District,5128.0,Glacier Peak High School,423.0,18.0,3.0,,,4.0,30.0,411.0,396.0,8.0,7.0,0.9635
31201.0,Snohomish School District,2428.0,Snohomish High School,397.0,33.0,,5.0,8.0,13.0,27.0,403.0,364.0,13.0,26.0,0.9032
17410.0,Snoqualmie Valley School District,2850.0,Mount Si High School,445.0,46.0,,,,7.0,64.0,427.0,406.0,14.0,7.0,0.9508
17410.0,Snoqualmie Valley School District,1502.0,Two Rivers School,25.0,2.0,,1.0,,,5.0,22.0,17.0,4.0,1.0,0.7727
13156.0,Soap Lake School District,3089.0,Soap Lake Middle & High School,38.0,5.0,1.0,,,1.0,10.0,33.0,24.0,7.0,2.0,0.7273
25118.0,South Bend School District,2214.0,South Bend High School,44.0,6.0,,,1.0,1.0,2.0,48.0,45.0,1.0,2.0,0.9375
18402.0,South Kitsap School District,3680.0,Cedar Heights Middle School,6.0,,,,,,6.0,0.0,0.0,0.0,0.0,
18402.0,South Kitsap School District,3899.0,Discovery,77.0,7.0,,,5.0,13.0,6.0,78.0,33.0,27.0,18.0,0.4231
18402.0,South Kitsap School District,2641.0,East Port Orchard Elementary,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
18402.0,South Kitsap School District,1718.0,Explorer Academy,34.0,5.0,,,2.0,5.0,7.0,32.0,17.0,8.0,7.0,0.5312
18402.0,South Kitsap School District,4142.0,John Sedgwick Middle School,4.0,,,,,,4.0,0.0,0.0,0.0,0.0,
18402.0,South Kitsap School District,2272.0,South Kitsap High School,616.0,102.0,,5.0,3.0,15.0,94.0,624.0,565.0,36.0,23.0,0.9054
15206.0,South Whidbey School District,1682.0,South Whidbey Academy,14.0,3.0,,,,1.0,2.0,15.0,13.0,1.0,1.0,0.8667
15206.0,South Whidbey School District,4149.0,South Whidbey High School,104.0,18.0,,1.0,1.0,2.0,23.0,99.0,93.0,2.0,4.0,0.9394
32081.0,Spokane School District,3412.0,Ferris High School,354.0,63.0,1.0,1.0,6.0,6.0,60.0,357.0,332.0,11.0,14.0,0.93
32081.0,Spokane School District,2172.0,Lewis & Clark High School,423.0,81.0,2.0,3.0,8.0,16.0,60.0,444.0,393.0,22.0,29.0,0.8851
32081.0,Spokane School District,2106.0,North Central High School,283.0,45.0,,2.0,4.0,6.0,44.0,284.0,271.0,1.0,12.0,0.9542
32081.0,Spokane School District,5250.0,On Track Academy,209.0,36.0,,,1.0,6.0,4.0,241.0,228.0,6.0,7.0,0.9461
32081.0,Spokane School District,1567.0,Pratt Academy,17.0,2.0,,1.0,5.0,3.0,1.0,18.0,3.0,6.0,9.0,0.1667
32081.0,Spokane School District,2479.0,Rogers High School,314.0,61.0,2.0,2.0,11.0,14.0,49.0,326.0,287.0,10.0,29.0,0.8804
32081.0,Spokane School District,3189.0,Shadle Park High School,269.0,37.0,,2.0,11.0,8.0,30.0,276.0,245.0,10.0,21.0,0.8877
31401.0,Stanwood-Camano School District,1707.0,Lincoln Hill High School,54.0,7.0,,2.0,7.0,8.0,4.0,57.0,27.0,13.0,17.0,0.4737
31401.0,Stanwood-Camano School District,2581.0,Stanwood High School,300.0,26.0,5.0,1.0,4.0,4.0,30.0,296.0,273.0,9.0,14.0,0.9223
27001.0,Steilacoom Hist. School District,4131.0,Steilacoom High,224.0,48.0,,1.0,,7.0,57.0,215.0,197.0,10.0,8.0,0.9163
30303.0,Stevenson-Carson School District,3119.0,Stevenson High School,80.0,12.0,,2.0,3.0,7.0,11.0,81.0,62.0,7.0,12.0,0.7654
31311.0,Sultan School District,5152.0,Columbia Virtual Academy - Sultan (Closed after 2017-2018 school year),1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
31311.0,Sultan School District,4274.0,Sultan Senior High School,111.0,11.0,,3.0,,2.0,12.0,110.0,92.0,13.0,5.0,0.8364
27905.0,Summit Public School: Olympus,5376.0,Summit Public School: Olympus,83.0,7.0,6.0,1.0,3.0,3.0,2.0,88.0,66.0,9.0,13.0,0.75
17902.0,Summit Public School: Sierra,5375.0,Summit Public School: Sierra,90.0,15.0,4.0,2.0,2.0,2.0,3.0,102.0,86.0,6.0,10.0,0.8431
27320.0,Sumner School District,4585.0,Bonney Lake High School,320.0,42.0,,4.0,6.0,10.0,43.0,319.0,289.0,10.0,20.0,0.9059999999999999
27320.0,Sumner School District,3247.0,Sumner High School,474.0,24.0,1.0,4.0,7.0,16.0,35.0,463.0,419.0,16.0,28.0,0.905
39201.0,Sunnyside School District,2959.0,Sunnyside High School,525.0,33.0,,,,42.0,62.0,496.0,450.0,4.0,42.0,0.9073
18902.0,Suquamish Tribal Education Department,5319.0,Chief Kitsap Academy,16.0,1.0,1.0,1.0,2.0,,0.0,17.0,13.0,0.0,4.0,0.7647
27010.0,Tacoma School District,3880.0,Foss,153.0,47.0,,1.0,6.0,8.0,40.0,160.0,137.0,8.0,15.0,0.8562
27010.0,Tacoma School District,2215.0,Lincoln,339.0,45.0,3.0,2.0,16.0,22.0,49.0,335.0,283.0,9.0,43.0,0.8448
27010.0,Tacoma School District,3398.0,Mt Tahoma,325.0,57.0,1.0,3.0,7.0,8.0,80.0,302.0,274.0,9.0,19.0,0.9073
27010.0,Tacoma School District,4109.0,Oakland High School,69.0,12.0,,2.0,3.0,7.0,38.0,43.0,30.0,1.0,12.0,0.6977
27010.0,Tacoma School District,2084.0,Stadium,327.0,82.0,,,5.0,10.0,68.0,341.0,315.0,11.0,15.0,0.9238
27010.0,Tacoma School District,5307.0,Tacoma Open Doors,193.0,37.0,,2.0,24.0,93.0,9.0,221.0,8.0,94.0,119.0,0.0362
27010.0,Tacoma School District,3246.0,Wilson,285.0,38.0,1.0,4.0,3.0,2.0,42.0,281.0,267.0,4.0,10.0,0.9502
14077.0,Taholah School District,3580.0,Taholah High School,20.0,,,,1.0,2.0,0.0,20.0,16.0,1.0,3.0,0.8
17409.0,Tahoma School District,2849.0,Tahoma Senior High School,601.0,56.0,,3.0,7.0,26.0,55.0,602.0,528.0,38.0,36.0,0.8771
38265.0,Tekoa School District,3418.0,Tekoa High School,13.0,5.0,,1.0,,,7.0,11.0,8.0,2.0,1.0,0.7273
34402.0,Tenino School District,3509.0,Tenino High School,79.0,9.0,,,1.0,5.0,10.0,78.0,72.0,0.0,6.0,0.9231
21237.0,Toledo School District,5190.0,Cowlitz Prairie Academy,14.0,2.0,,,,1.0,1.0,15.0,11.0,3.0,1.0,0.7333
21237.0,Toledo School District,2616.0,Toledo High School,68.0,7.0,1.0,1.0,,1.0,5.0,70.0,67.0,0.0,3.0,0.9571
24404.0,Tonasket School District,2679.0,Tonasket High School,75.0,9.0,1.0,,3.0,5.0,8.0,76.0,66.0,1.0,9.0,0.8684
39202.0,Toppenish School District,1508.0,Computer Academy Toppenish High School,71.0,9.0,,1.0,7.0,22.0,7.0,73.0,28.0,15.0,30.0,0.3836
39202.0,Toppenish School District,5262.0,Northwest Allprep,163.0,176.0,3.0,7.0,18.0,34.0,239.0,100.0,20.0,18.0,62.0,0.2
39202.0,Toppenish School District,2900.0,Toppenish High School,197.0,8.0,1.0,,1.0,1.0,11.0,194.0,190.0,1.0,3.0,0.9794
17406.0,Tukwila School District,2848.0,Foster Senior High School,197.0,44.0,3.0,4.0,13.0,8.0,32.0,209.0,157.0,24.0,28.0,0.7512
34033.0,Tumwater School District,4500.0,A G West Black Hills High School,174.0,34.0,,,2.0,9.0,28.0,180.0,164.0,5.0,11.0,0.9111
34033.0,Tumwater School District,1713.0,Cascadia High School,40.0,8.0,,,1.0,7.0,7.0,41.0,17.0,16.0,8.0,0.4146
34033.0,Tumwater School District,5014.0,New Market High School,26.0,9.0,,,3.0,4.0,0.0,35.0,20.0,8.0,7.0,0.5714
34033.0,Tumwater School District,3362.0,Tumwater High School,297.0,27.0,,2.0,,3.0,33.0,291.0,280.0,6.0,5.0,0.9622
27083.0,University Place School District,3179.0,Curtis Junior High,13.0,,,,,,13.0,0.0,0.0,0.0,0.0,
27083.0,University Place School District,3600.0,Curtis Senior High,452.0,52.0,,2.0,4.0,7.0,52.0,452.0,427.0,12.0,13.0,0.9447
33070.0,Valley School District,5223.0,Paideia High School,13.0,5.0,,,,,6.0,12.0,10.0,2.0,0.0,0.8333
6037.0,Vancouver School District,3423.0,Columbia River High,307.0,27.0,,1.0,2.0,12.0,30.0,304.0,279.0,10.0,15.0,0.9178
6037.0,Vancouver School District,2179.0,Fort Vancouver High School,314.0,111.0,3.0,6.0,12.0,40.0,84.0,341.0,255.0,25.0,61.0,0.7478
6037.0,Vancouver School District,3081.0,Hudson's Bay High School,258.0,46.0,1.0,2.0,1.0,6.0,50.0,254.0,240.0,4.0,10.0,0.9449
6037.0,Vancouver School District,4504.0,Skyview High School,468.0,58.0,,,2.0,3.0,55.0,471.0,459.0,7.0,5.0,0.9745
6037.0,Vancouver School District,3556.0,Vancouver Home Connection,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,
17402.0,Vashon Island School District,1938.0,Student Link,14.0,1.0,,,,,1.0,14.0,9.0,5.0,0.0,0.6429
17402.0,Vashon Island School District,2419.0,Vashon Island High School,119.0,20.0,,1.0,,6.0,19.0,120.0,110.0,3.0,7.0,0.9167
35200.0,Wahkiakum School District,3467.0,Wahkiakum High School,34.0,16.0,,,,,14.0,36.0,31.0,5.0,0.0,0.8611
13073.0,Wahluke School District,1835.0,Sentinel Tech Alt School,12.0,1.0,,,1.0,6.0,1.0,12.0,4.0,1.0,7.0,0.3333
13073.0,Wahluke School District,4254.0,Wahluke High School,138.0,11.0,2.0,1.0,4.0,2.0,4.0,145.0,125.0,11.0,9.0,0.8621
36140.0,Walla Walla Public Schools,3468.0,Walla Walla High School,396.0,39.0,,,3.0,20.0,43.0,392.0,358.0,11.0,23.0,0.9133
36140.0,Walla Walla Public Schools,5460.0,Walla Walla Open Doors,53.0,19.0,,,,46.0,8.0,64.0,7.0,11.0,46.0,0.1094
39207.0,Wapato School District,4022.0,Pace Alternative High School,41.0,6.0,,5.0,4.0,7.0,13.0,34.0,6.0,12.0,16.0,0.1765
39207.0,Wapato School District,3141.0,Wapato High School,196.0,14.0,,3.0,7.0,2.0,22.0,188.0,172.0,4.0,12.0,0.9149
13146.0,Warden School District,3273.0,Warden High School,69.0,4.0,,,3.0,1.0,14.0,59.0,53.0,2.0,4.0,0.8983
34975.0,Washington Center for Deaf and Hard of Hearing Youth,4246.0,Washington State School for the Deaf,11.0,2.0,1.0,,1.0,,1.0,12.0,6.0,4.0,2.0,0.5
6112.0,Washougal School District,3147.0,Washougal High School,229.0,41.0,1.0,1.0,2.0,6.0,45.0,225.0,200.0,15.0,10.0,0.8889
33049.0,Wellpinit School District #49,5461.0,Wellpinit Fort Simcoe SEA,43.0,20.0,,1.0,13.0,18.0,9.0,54.0,12.0,10.0,32.0,0.2222
33049.0,Wellpinit School District #49,2550.0,Wellpinit High School,20.0,1.0,,,,,1.0,20.0,18.0,2.0,0.0,0.9
4246.0,Wenatchee School District,3269.0,Special Education School,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
4246.0,Wenatchee School District,1742.0,Valley Academy Of Learning (Closed after 2018-2019 school year),1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
4246.0,Wenatchee School District,2134.0,Wenatchee High School,466.0,64.0,,2.0,5.0,12.0,38.0,492.0,465.0,8.0,19.0,0.9451
4246.0,Wenatchee School District,1613.0,Westside High School,125.0,17.0,,2.0,6.0,26.0,8.0,134.0,57.0,43.0,34.0,0.4254
32363.0,West Valley School District (Spokane),1628.0,Dishman Hills High School,113.0,26.0,,6.0,10.0,8.0,14.0,125.0,86.0,15.0,24.0,0.688
32363.0,West Valley School District (Spokane),1842.0,Spokane Valley Transition School,83.0,7.0,,1.0,4.0,18.0,3.0,87.0,46.0,18.0,23.0,0.5287
32363.0,West Valley School District (Spokane),3195.0,West Valley High School,206.0,13.0,,,1.0,1.0,17.0,202.0,194.0,6.0,2.0,0.9604
39208.0,West Valley School District (Yakima),3074.0,West Valley High School,358.0,41.0,,13.0,14.0,18.0,33.0,366.0,305.0,16.0,45.0,0.8333
39208.0,West Valley School District (Yakima),5506.0,WEST VALLEY VIRTUAL ACADEMY 9-12,38.0,61.0,,,24.0,40.0,24.0,75.0,4.0,7.0,64.0,0.0533
21303.0,White Pass School District,2859.0,White Pass Jr. Sr. High School,41.0,2.0,,,2.0,6.0,2.0,41.0,31.0,2.0,8.0,0.7561
27416.0,White River School District,4569.0,White River High School,283.0,27.0,1.0,2.0,3.0,5.0,27.0,283.0,264.0,8.0,11.0,0.9329
20405.0,White Salmon Valley School District,2330.0,Columbia High School,94.0,11.0,,1.0,1.0,2.0,16.0,89.0,82.0,3.0,4.0,0.9213
20405.0,White Salmon Valley School District,5077.0,White Salmon Academy,12.0,5.0,,,1.0,2.0,1.0,16.0,12.0,1.0,3.0,0.75
21232.0,Winlock School District,1829.0,Winolequa Learning Academy,14.0,3.0,,,,1.0,2.0,15.0,10.0,4.0,1.0,0.6667
8404.0,Woodland School District,5246.0,Lewis River Academy,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
8404.0,Woodland School District,1795.0,Woodland Alternative School,36.0,5.0,,1.0,6.0,7.0,2.0,39.0,16.0,9.0,14.0,0.4103
8404.0,Woodland School District,3546.0,Woodland High School,174.0,28.0,1.0,4.0,4.0,7.0,26.0,176.0,154.0,6.0,16.0,0.875
39007.0,Yakima School District,2116.0,Davis High School,517.0,32.0,9.0,3.0,11.0,19.0,44.0,505.0,426.0,37.0,42.0,0.8436
39007.0,Yakima School District,3206.0,Eisenhower High School,517.0,66.0,2.0,6.0,38.0,29.0,73.0,510.0,396.0,39.0,75.0,0.7765
39007.0,Yakima School District,4093.0,Stanton Academy,81.0,17.0,2.0,7.0,13.0,27.0,9.0,89.0,13.0,27.0,49.0,0.1461
39007.0,Yakima School District,5153.0,Yakima Online,23.0,5.0,1.0,,1.0,4.0,5.0,23.0,8.0,9.0,6.0,0.3478
34002.0,Yelm School District,5052.0,Ridgeline Middle School,13.0,1.0,,,,,14.0,0.0,0.0,0.0,0.0,
34002.0,Yelm School District,1627.0,Yelm Extension School,64.0,10.0,,3.0,4.0,18.0,16.0,58.0,17.0,16.0,25.0,0.2931
34002.0,Yelm School District,2633.0,Yelm High School 12,321.0,62.0,,2.0,4.0,7.0,52.0,331.0,305.0,13.0,13.0,0.9215
34002.0,Yelm School District,2481.0,Yelm Middle School,11.0,2.0,,,,,13.0,0.0,0.0,0.0,0.0,
39205.0,Zillah School District,2240.0,Zillah High School,114.0,8.0,2.0,2.0,1.0,3.0,7.0,115.0,105.0,2.0,8.0,0.9129999999999999
,ESD Total,,ESD Total,173.0,22.0,10.0,3.0,5.0,5.0,5.0,190.0,152.0,15.0,23.0,0.8
,ESD Total,,ESD Total,4860.0,700.0,35.0,84.0,206.0,408.0,778.0,4782.0,3714.0,335.0,733.0,0.7767
,ESD Total,,ESD Total,7844.0,1284.0,19.0,70.0,200.0,543.0,1141.0,7987.0,6705.0,450.0,832.0,0.8395
,ESD Total,,ESD Total,5297.0,822.0,15.0,37.0,91.0,266.0,810.0,5309.0,4475.0,425.0,409.0,0.8429
,ESD Total,,ESD Total,4242.0,801.0,43.0,104.0,162.0,410.0,694.0,4349.0,3158.0,472.0,719.0,0.7261
,ESD Total,,ESD Total,5476.0,749.0,21.0,52.0,155.0,342.0,653.0,5572.0,4464.0,538.0,570.0,0.8011
,ESD Total,,ESD Total,3600.0,483.0,20.0,42.0,109.0,311.0,514.0,3569.0,2833.0,254.0,482.0,0.7938
,ESD Total,,ESD Total,30444.0,4609.0,170.0,337.0,692.0,1774.0,3836.0,31217.0,26177.0,2067.0,2973.0,0.8385
,ESD Total,,ESD Total,12779.0,1718.0,47.0,142.0,336.0,926.0,1464.0,13033.0,10469.0,1113.0,1451.0,0.8033
